minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Wile E. Coyote,0.628327261249306,33.89746313572263,15.347127369389574,35.599574010259104,6.109080416163033,23.37394890497367,13.13903927159104,26.353034237861596
12,Tweety,0.6048416745327269,26.184099859322437,13.116447438930571,32.888726126773456,6.653551880332516,21.017312248971805,9.546611760430615,20.210102523192607
12,Penelope,0.6161948740686294,23.476319148043597,15.508677152186552,25.42251568469553,7.207785229028123,20.958867907580625,10.093748550202571,15.444249026400318
12,Daffy Duck,0.6314984406411296,30.74678719391937,15.164192854598934,36.330745420853,7.093531929841993,22.962837508117644,15.874368659283101,30.567873266744055
24,Sylvester,0.6179390430344149,31.883520881119782,13.495836847474845,33.739782249046705,8.740265248601625,13.336407176764828,13.275726688452105,31.22578278754906
24,Marvin the Martian,0.596264101541579,30.881964245377016,15.34556625903116,31.323303595373805,6.9974045747430225,18.04953874000328,11.630079008997482,22.650334344648524
24,Road Runner,0.6225076266330303,26.62612289917232,14.533596326984114,36.93114014377094,5.232682580778333,27.66049487872429,11.798626921099645,22.260589985393405
24,Foghorn Leghorn,0.6073297044803563,30.114798260916363,15.731849013342098,33.843052341423665,4.760561694485777,23.57125445802321,15.16156545957429,26.542778292968062
24,Bugs Bunny,0.6493173612638559,32.00682874496232,17.502500271191828,34.04354609407151,7.013065922829081,19.04030374331567,14.02371725142196,28.91732445697529
24,Elmer Fudd,0.6160944639920961,27.8264100465519,16.34254399008531,39.49643039155617,4.713165150961217,23.433907945026487,13.881812045325223,28.18419533598499
24,Lola Bunny,0.6352105872334511,33.68072341855539,14.070239408303275,39.404104352204115,4.6428569304146885,20.534677570784297,17.364184598847352,37.70455451766388
24,Porky Pig,0.62236741639167,32.20232648402824,17.41220421123517,36.48804970639723,4.8449024131551175,22.673487752377902,11.905814258406846,24.270047449064013
24,Tasmanian Devil,0.606067323910971,30.35594887531745,15.433349334941287,38.243134773882744,5.2524604631884815,18.753324117415055,7.032715812873268,20.87364035287396
24,Gossamer,0.6206816915613678,31.637211921543148,15.283539135347722,34.06026964694786,4.67752356309548,17.324918494483445,12.780012304586364,28.416706317591203
24,Granny,0.6006680832674867,26.532932476539496,14.169280270733447,34.58309967803669,6.679773338184236,18.346484856192426,15.319595344348116,30.097397535980296
24,Wile E. Coyote,0.6238873948283602,30.08785203208412,13.861231143905385,34.88661832325991,7.165931117715166,15.538499445121534,14.485361804318654,32.58193798665411
24,Tweety,0.6066220563566088,24.381382163552832,13.494269464091385,33.49146184307504,10.246461576233397,20.695109596554207,12.176044275130058,23.23258497673668
24,Penelope,0.6218894975835507,30.299996199244383,14.400521467725616,31.761308416611534,8.095498556841283,17.43673483861394,11.48875898396018,24.74824921928045
24,Daffy Duck,0.6228343610950201,33.09622916547157,15.272059647991902,34.69608452380356,6.940188935842879,11.260131073763759,16.83277816924006,37.88442424140452
36,Sylvester,0.6283102630659956,31.950509856378602,14.195433664730487,36.809703153712164,8.866076046698705,17.361849767538803,11.400050667561121,28.144108403021956
36,Marvin the Martian,0.6037975077039748,36.36339834956359,13.420421707087513,29.69672118081727,6.090004868943136,21.230661015173755,16.26920936923262,28.411630768122567
36,Road Runner,0.6187178035084563,28.918450609990035,13.911300883133537,33.776340593796725,4.45805340530452,29.836711417377842,9.67875450309408,16.630407663803172
36,Foghorn Leghorn,0.6188091578312079,33.61501226781109,16.466422574820484,35.70606594061195,5.456899953421888,16.45069897424704,12.160281471759747,28.31818936448776
36,Bugs Bunny,0.6322923652566501,31.903732256411498,16.142645332619082,30.831306619901785,5.685508020205835,20.01067696934935,15.010834262269478,27.87209255428719
36,Elmer Fudd,0.6202092132068553,27.902110177904646,16.52216365246628,36.46353992032727,4.618092727771819,24.639959684062816,11.200439664730151,22.064188603793713
36,Lola Bunny,0.6433006425772186,36.01224855871937,15.352813979328293,38.528107564409325,2.647462619346828,19.629713346348293,17.114401726892844,37.87141411437182
36,Porky Pig,0.6110715176580972,30.570495643136123,15.654041479592225,35.91608282660411,6.209987339979716,17.490973248447638,13.459393060749546,29.125490527116977
36,Tasmanian Devil,0.6223739197016946,27.50159975839675,13.526685945162448,35.097300052408535,4.125801464780562,19.343057505891895,9.450134083912609,23.97078044744737
36,Gossamer,0.6047292875334458,32.03714868874537,14.926048280275444,35.67189122305823,6.172714183105859,14.830609747053854,12.734141681893082,29.817724808842645
36,Granny,0.6030385735452355,31.735835708756365,13.422536339003896,33.528123959503624,6.7758399071550475,25.56106423476148,14.176646524549312,24.447798281062962
36,Wile E. Coyote,0.6119082313318824,29.21570331771518,12.25894006845407,31.985105488435682,6.041678734734835,17.502125977578995,14.16068961371803,29.5822072330765
36,Tweety,0.6076143491687813,27.891215014555446,12.659926726421201,36.489639312491434,7.427565791999755,27.12605480278208,7.774370374968939,16.50835253110026
36,Penelope,0.6113486470072547,31.92604503671997,15.53760522666675,33.42118281147223,10.179894840034995,16.77587984861966,12.104345359267974,25.410285798743214
36,Daffy Duck,0.6328355690826852,29.929731807609997,15.058029967898822,36.20096703850906,8.687207921897443,18.507181487365244,15.788764297989857,32.78609686305447
